CustID,Cor_Bo,Cor_Ca,Die_Bo,Ass_Ca,HD_Cor,Total_Rev,Cor_Bo_COGS,Cor_Ca_COGS,Die_Bo_COGS,Ass_Ca_COGS,HD_Cor_COGS,Total_COGS,Ships,Orders,ExpOr,Queries,Design
142," $64,784 "," $90,382 "," $95,697 "," $105,256 "," $9,768 "," $365,887 "," $15,224 "," $38,864 "," $59,811 "," $86,099 "," $7,990 "," $207,989 ",160,80,45,1315,328
143," $61,593 "," $93,601 "," $101,756 "," $98,383 "," $11,816 "," $367,148 "," $14,474 "," $40,248 "," $63,597 "," $80,477 "," $9,665 "," $208,462 ",82,82,78,1189,347
144," $59,631 "," $75,991 "," $102,256 "," $75,821 "," $9,538 "," $323,237 "," $14,013 "," $32,676 "," $63,910 "," $62,021 "," $7,802 "," $180,423 ",393,88,165,1427,1176
145," $68,204 "," $93,416 "," $115,014 "," $112,491 "," $10,905 "," $400,030 "," $16,028 "," $40,169 "," $71,883 "," $92,018 "," $8,920 "," $229,018 ",219,73,35,1073,240
146," $57,232 "," $94,181 "," $95,634 "," $103,936 "," $12,010 "," $362,993 "," $13,450 "," $40,498 "," $59,771 "," $85,020 "," $9,824 "," $208,562 ",264,88,77,1105,328
147," $64,255 "," $95,770 "," $74,736 "," $103,269 "," $9,016 "," $347,045 "," $15,100 "," $41,181 "," $46,710 "," $84,474 "," $7,375 "," $194,840 ",184,92,83,1099,376
148," $55,313 "," $90,460 "," $114,156 "," $74,313 "," $8,604 "," $342,846 "," $12,999 "," $38,898 "," $71,348 "," $60,788 "," $7,038 "," $191,070 ",354,118,136,1256,844
149," $51,786 "," $87,275 "," $99,474 "," $77,880 "," $5,635 "," $322,049 "," $12,170 "," $37,528 "," $62,171 "," $63,705 "," $4,609 "," $180,184 ",116,116,142,1290,899
150," $60,373 "," $93,701 "," $117,870 "," $77,706 "," $11,213 "," $360,862 "," $14,188 "," $40,292 "," $73,668 "," $63,563 "," $9,172 "," $200,883 ",81,81,44,1301,328
151," $56,608 "," $83,240 "," $125,020 "," $94,149 "," $10,463 "," $369,480 "," $13,303 "," $35,793 "," $78,138 "," $77,013 "," $8,559 "," $212,806 ",174,87,75,1178,327
152," $64,901 "," $90,003 "," $94,402 "," $91,611 "," $10,159 "," $351,077 "," $15,252 "," $38,701 "," $59,001 "," $74,938 "," $8,310 "," $196,203 ",170,85,78,996,340
153," $58,912 "," $86,479 "," $100,569 "," $76,067 "," $11,779 "," $333,806 "," $13,844 "," $37,186 "," $62,856 "," $62,223 "," $9,635 "," $185,744 ",109,109,138,1278,856
154," $77,027 "," $92,691 "," $93,016 "," $98,992 "," $14,483 "," $376,208 "," $18,101 "," $39,857 "," $58,135 "," $80,975 "," $11,847 "," $208,915 ",152,76,37,938,251
155," $68,535 "," $93,800 "," $117,201 "," $73,689 "," $14,477 "," $367,702 "," $16,106 "," $40,334 "," $73,251 "," $60,278 "," $11,842 "," $201,810 ",306,102,114,1366,426
156," $50,063 "," $83,665 "," $116,011 "," $85,724 "," $10,726 "," $346,188 "," $11,765 "," $35,976 "," $72,507 "," $70,122 "," $8,774 "," $199,143 ",210,105,113,1264,443
157," $56,123 "," $95,571 "," $102,176 "," $75,850 "," $11,490 "," $341,209 "," $13,189 "," $41,096 "," $63,860 "," $62,045 "," $9,399 "," $189,588 ",99,99,111,1193,441
158," $62,727 "," $91,315 "," $110,908 "," $64,917 "," $9,109 "," $338,976 "," $14,741 "," $39,266 "," $69,318 "," $53,102 "," $7,451 "," $183,877 ",236,118,137,1294,861
159," $57,089 "," $98,740 "," $102,260 "," $76,662 "," $12,798 "," $347,548 "," $13,416 "," $42,458 "," $63,912 "," $62,709 "," $10,469 "," $192,964 ",348,116,122,1608,524
160," $61,296 "," $105,700 "," $84,084 "," $97,875 "," $10,672 "," $359,627 "," $14,405 "," $45,451 "," $52,553 "," $80,062 "," $8,730 "," $201,200 ",282,94,88,1298,385
161," $56,051 "," $109,081 "," $111,955 "," $76,285 "," $7,889 "," $361,260 "," $13,172 "," $46,905 "," $69,972 "," $62,401 "," $6,453 "," $198,902 ",249,83,83,1161,354
162," $64,117 "," $106,067 "," $109,141 "," $57,899 "," $11,146 "," $348,369 "," $15,067 "," $45,609 "," $68,213 "," $47,361 "," $9,118 "," $185,368 ",375,125,149,1666,929
163," $56,871 "," $104,066 "," $116,970 "," $94,801 "," $9,494 "," $382,202 "," $13,365 "," $44,748 "," $73,106 "," $77,547 "," $7,766 "," $216,533 ",134,67,32,876,243
164," $59,837 "," $78,630 "," $111,272 "," $81,650 "," $12,251 "," $343,640 "," $14,062 "," $33,811 "," $69,545 "," $66,789 "," $10,022 "," $194,228 ",108,108,136,1217,828
165," $56,673 "," $105,134 "," $104,955 "," $92,670 "," $10,030 "," $369,461 "," $13,318 "," $45,208 "," $65,597 "," $75,804 "," $8,204 "," $208,130 ",95,95,83,1257,361
166," $57,564 "," $98,980 "," $114,370 "," $84,666 "," $11,846 "," $367,425 "," $13,528 "," $42,561 "," $71,481 "," $69,256 "," $9,690 "," $206,517 ",240,80,39,1098,274
167," $56,468 "," $106,157 "," $79,989 "," $87,885 "," $11,251 "," $341,750 "," $13,270 "," $45,648 "," $49,993 "," $71,890 "," $9,204 "," $190,004 ",194,97,111,1197,443
168," $42,683 "," $94,751 "," $119,245 "," $97,788 "," $8,885 "," $363,352 "," $10,031 "," $40,743 "," $74,528 "," $79,991 "," $7,268 "," $212,560 ",176,88,83,1314,374
169," $48,515 "," $82,822 "," $105,952 "," $79,286 "," $10,200 "," $326,775 "," $11,401 "," $35,613 "," $66,220 "," $64,856 "," $8,344 "," $186,434 ",164,82,83,973,377
170," $63,654 "," $95,563 "," $95,085 "," $83,433 "," $4,281 "," $342,015 "," $14,959 "," $41,092 "," $59,428 "," $68,248 "," $3,502 "," $187,228 ",285,95,107,1161,416
171," $54,279 "," $91,621 "," $105,490 "," $87,566 "," $10,457 "," $349,413 "," $12,756 "," $39,397 "," $65,931 "," $71,629 "," $8,554 "," $198,266 ",198,99,114,1353,450
172," $65,330 "," $103,166 "," $105,970 "," $78,851 "," $10,480 "," $363,797 "," $15,353 "," $44,361 "," $66,231 "," $64,500 "," $8,573 "," $199,018 ",87,87,40,1180,293
173," $57,321 "," $108,435 "," $110,772 "," $98,455 "," $11,409 "," $386,391 "," $13,470 "," $46,627 "," $69,232 "," $80,536 "," $9,332 "," $219,198 ",77,77,37,1145,266
174," $64,094 "," $82,800 "," $104,976 "," $78,895 "," $7,857 "," $338,620 "," $15,062 "," $35,604 "," $65,610 "," $64,536 "," $6,427 "," $187,238 ",130,130,155,1706,962
175," $68,677 "," $98,527 "," $110,845 "," $64,598 "," $14,252 "," $356,899 "," $16,139 "," $42,367 "," $69,278 "," $52,841 "," $11,658 "," $192,283 ",92,92,85,1227,380
176," $60,577 "," $73,821 "," $109,788 "," $66,628 "," $8,278 "," $319,091 "," $14,236 "," $31,743 "," $68,618 "," $54,501 "," $6,772 "," $175,869 ",126,126,147,1380,930
177," $57,633 "," $91,422 "," $111,265 "," $79,924 "," $10,661 "," $350,905 "," $13,544 "," $39,311 "," $69,541 "," $65,378 "," $8,721 "," $196,495 ",79,79,44,1175,312
178," $53,358 "," $92,004 "," $103,145 "," $80,533 "," $10,273 "," $339,313 "," $12,539 "," $39,562 "," $64,466 "," $65,876 "," $8,404 "," $190,846 ",114,114,139,1290,855
179," $56,850 "," $84,632 "," $124,618 "," $70,862 "," $11,611 "," $348,572 "," $13,360 "," $36,392 "," $77,886 "," $57,965 "," $9,498 "," $195,100 ",202,101,116,1387,475
180," $49,916 "," $83,035 "," $101,728 "," $78,199 "," $8,125 "," $321,002 "," $11,730 "," $35,705 "," $63,580 "," $63,966 "," $6,646 "," $181,628 ",200,100,118,1210,486
181," $64,931 "," $90,549 "," $114,594 "," $83,216 "," $13,481 "," $366,769 "," $15,259 "," $38,936 "," $71,621 "," $68,070 "," $11,027 "," $204,913 ",200,100,108,1362,423
182," $60,826 "," $78,849 "," $100,415 "," $75,632 "," $11,281 "," $327,003 "," $14,294 "," $33,905 "," $62,759 "," $61,867 "," $9,228 "," $182,053 ",130,130,153,1613,954
183," $61,449 "," $91,707 "," $107,615 "," $102,907 "," $8,950 "," $372,626 "," $14,441 "," $39,434 "," $67,259 "," $84,178 "," $7,321 "," $212,632 ",231,77,40,1159,280
184," $64,101 "," $89,763 "," $96,751 "," $65,381 "," $6,895 "," $322,891 "," $15,064 "," $38,598 "," $60,469 "," $53,481 "," $5,640 "," $173,253 ",278,101,167,1445,1185
185," $60,508 "," $90,596 "," $98,805 "," $99,296 "," $10,878 "," $360,083 "," $14,219 "," $38,956 "," $61,753 "," $81,224 "," $8,898 "," $205,051 ",249,83,43,1161,297
186," $56,925 "," $96,090 "," $96,880 "," $74,443 "," $14,883 "," $339,220 "," $13,377 "," $41,319 "," $60,550 "," $60,894 "," $12,174 "," $188,314 ",237,79,79,979,353
187," $62,249 "," $93,451 "," $101,574 "," $97,658 "," $11,843 "," $366,775 "," $14,629 "," $40,184 "," $63,483 "," $79,884 "," $9,688 "," $207,868 ",234,78,38,1182,288
188," $55,607 "," $93,187 "," $108,812 "," $59,102 "," $10,921 "," $327,628 "," $13,068 "," $40,070 "," $68,007 "," $48,345 "," $8,933 "," $178,424 ",262,131,156,1664,970
189," $58,696 "," $105,766 "," $118,153 "," $103,139 "," $8,408 "," $394,161 "," $13,794 "," $45,479 "," $73,846 "," $84,367 "," $6,878 "," $224,364 ",160,80,40,1299,277
190," $61,727 "," $80,258 "," $84,452 "," $108,228 "," $12,009 "," $346,673 "," $14,506 "," $34,511 "," $52,782 "," $88,531 "," $9,823 "," $200,152 ",321,107,118,1424,478
191," $52,745 "," $92,914 "," $87,353 "," $116,899 "," $10,756 "," $360,668 "," $12,395 "," $39,953 "," $54,596 "," $95,623 "," $8,799 "," $211,366 ",150,75,38,1098,280
192," $54,205 "," $103,734 "," $112,322 "," $101,007 "," $9,181 "," $380,449 "," $12,738 "," $44,606 "," $70,201 "," $82,624 "," $7,510 "," $217,679 ",148,74,38,1291,286
193," $64,316 "," $94,987 "," $90,304 "," $55,999 "," $10,637 "," $316,242 "," $15,114 "," $40,844 "," $56,440 "," $45,807 "," $8,701 "," $166,906 ",242,121,146,1287,913
194," $62,572 "," $81,424 "," $104,038 "," $97,034 "," $11,595 "," $356,662 "," $14,704 "," $35,012 "," $65,023 "," $79,374 "," $9,485 "," $203,599 ",184,92,108,1228,414
195," $67,940 "," $95,774 "," $110,079 "," $69,905 "," $9,211 "," $352,908 "," $15,966 "," $41,183 "," $68,799 "," $57,182 "," $7,535 "," $190,664 ",180,90,102,1125,391
196," $50,215 "," $82,310 "," $117,366 "," $118,451 "," $10,347 "," $378,688 "," $11,801 "," $35,393 "," $73,353 "," $96,893 "," $8,464 "," $225,904 ",177,59,32,973,245
197," $50,469 "," $73,687 "," $97,521 "," $85,202 "," $9,915 "," $316,794 "," $11,860 "," $31,686 "," $60,950 "," $69,695 "," $8,110 "," $182,302 ",210,105,137,1030,844
198," $58,538 "," $83,790 "," $107,667 "," $73,979 "," $9,700 "," $333,674 "," $13,756 "," $36,030 "," $67,292 "," $60,515 "," $7,935 "," $185,527 ",315,105,113,1185,451
199," $75,912 "," $85,251 "," $110,677 "," $74,922 "," $6,512 "," $353,274 "," $17,839 "," $36,658 "," $69,173 "," $61,286 "," $5,327 "," $190,283 ",330,110,123,1688,517
200," $55,848 "," $107,807 "," $108,546 "," $100,804 "," $9,475 "," $382,480 "," $13,124 "," $46,357 "," $67,841 "," $82,458 "," $7,751 "," $217,531 ",309,103,109,1488,416
201," $57,495 "," $87,439 "," $103,796 "," $80,562 "," $7,337 "," $336,629 "," $13,511 "," $37,599 "," $64,873 "," $65,900 "," $6,002 "," $187,884 ",303,101,120,1334,483
202," $58,199 "," $86,815 "," $95,869 "," $120,365 "," $7,432 "," $368,679 "," $13,677 "," $37,331 "," $59,918 "," $98,458 "," $6,079 "," $215,463 ",72,72,37,1199,288
203," $77,875 "," $87,672 "," $93,461 "," $92,104 "," $12,347 "," $363,459 "," $18,301 "," $37,699 "," $58,413 "," $75,341 "," $10,100 "," $199,854 ",80,80,39,1085,283
204," $58,465 "," $93,949 "," $105,004 "," $88,349 "," $11,407 "," $357,173 "," $13,739 "," $40,398 "," $65,627 "," $72,269 "," $9,331 "," $201,365 ",306,102,115,1413,449
205," $50,190 "," $73,035 "," $115,322 "," $68,571 "," $10,055 "," $317,173 "," $11,795 "," $31,405 "," $72,076 "," $56,091 "," $8,225 "," $179,592 ",354,118,148,1348,923
206," $62,313 "," $100,618 "," $121,181 "," $80,461 "," $8,368 "," $372,941 "," $14,644 "," $43,266 "," $75,738 "," $65,817 "," $6,845 "," $206,309 ",176,88,42,1300,316
207," $59,437 "," $120,917 "," $111,853 "," $112,143 "," $10,966 "," $415,316 "," $13,968 "," $51,994 "," $69,908 "," $91,733 "," $8,970 "," $236,574 ",140,70,31,974,221
208," $69,589 "," $92,402 "," $101,434 "," $102,718 "," $8,467 "," $374,610 "," $16,353 "," $39,733 "," $63,396 "," $84,023 "," $6,926 "," $210,432 ",330,110,136,1614,853
209," $64,766 "," $88,175 "," $100,748 "," $103,820 "," $7,062 "," $364,570 "," $15,220 "," $37,915 "," $62,967 "," $84,925 "," $5,776 "," $206,803 ",88,88,80,1202,347
210," $56,078 "," $107,621 "," $95,260 "," $97,426 "," $10,804 "," $367,188 "," $13,178 "," $46,277 "," $59,537 "," $79,694 "," $8,838 "," $207,524 ",204,68,36,1052,261
211," $54,404 "," $98,673 "," $119,466 "," $103,443 "," $9,103 "," $385,088 "," $12,785 "," $42,429 "," $74,666 "," $84,616 "," $7,446 "," $221,943 ",79,79,43,1391,301
212," $54,255 "," $78,978 "," $113,054 "," $75,197 "," $11,499 "," $332,983 "," $12,750 "," $33,961 "," $70,658 "," $61,511 "," $9,406 "," $188,286 ",339,113,138,1263,856
213," $54,901 "," $88,929 "," $89,387 "," $68,339 "," $8,891 "," $310,446 "," $12,902 "," $38,239 "," $55,867 "," $55,901 "," $7,273 "," $170,182 ",107,107,137,981,840
214," $57,269 "," $100,468 "," $100,800 "," $96,208 "," $11,764 "," $366,509 "," $13,458 "," $43,201 "," $63,000 "," $78,698 "," $9,623 "," $207,980 ",85,85,43,1238,312
215," $53,268 "," $88,589 "," $136,241 "," $82,360 "," $9,996 "," $370,454 "," $12,518 "," $38,093 "," $85,151 "," $67,370 "," $8,177 "," $211,309 ",225,75,38,1174,279
216," $73,183 "," $85,350 "," $98,319 "," $77,430 "," $4,885 "," $339,166 "," $17,198 "," $36,700 "," $61,449 "," $63,338 "," $3,996 "," $182,681 ",124,124,148,1548,923
217," $44,454 "," $95,835 "," $89,537 "," $85,043 "," $10,718 "," $325,587 "," $10,447 "," $41,209 "," $55,961 "," $69,565 "," $8,767 "," $185,948 ",121,121,149,1476,925
218," $53,936 "," $108,515 "," $90,402 "," $85,826 "," $8,767 "," $347,445 "," $12,675 "," $46,661 "," $56,501 "," $70,205 "," $7,172 "," $193,214 ",89,89,79,1029,349
219," $64,599 "," $86,469 "," $115,080 "," $67,773 "," $8,032 "," $341,953 "," $15,181 "," $37,182 "," $71,925 "," $55,438 "," $6,570 "," $186,296 ",345,115,144,1453,884
220," $68,553 "," $89,036 "," $103,019 "," $85,362 "," $11,005 "," $356,974 "," $16,110 "," $38,285 "," $64,387 "," $69,826 "," $9,002 "," $197,610 ",324,108,120,1596,501
221," $54,049 "," $109,450 "," $103,121 "," $91,481 "," $4,194 "," $362,293 "," $12,702 "," $47,063 "," $64,450 "," $74,831 "," $3,430 "," $202,477 ",168,84,81,1255,362
222," $62,257 "," $81,387 "," $98,536 "," $106,155 "," $9,682 "," $358,016 "," $14,630 "," $34,996 "," $61,585 "," $86,834 "," $7,920 "," $205,966 ",249,83,46,1237,322
223," $49,769 "," $81,242 "," $97,388 "," $54,781 "," $8,591 "," $291,770 "," $11,696 "," $34,934 "," $60,867 "," $44,811 "," $7,028 "," $159,335 ",378,93,171,1348,1225
224," $63,188 "," $100,772 "," $110,282 "," $93,960 "," $9,714 "," $377,915 "," $14,849 "," $43,332 "," $68,926 "," $76,859 "," $7,946 "," $211,912 ",255,85,46,1357,310
225," $58,302 "," $102,190 "," $75,492 "," $67,005 "," $8,307 "," $311,296 "," $13,701 "," $43,942 "," $47,182 "," $54,810 "," $6,795 "," $166,430 ",280,86,171,1406,1208
226," $63,473 "," $97,242 "," $103,285 "," $98,528 "," $9,870 "," $372,398 "," $14,916 "," $41,814 "," $64,553 "," $80,595 "," $8,074 "," $209,953 ",148,74,31,868,255
227," $61,487 "," $82,849 "," $110,065 "," $98,412 "," $8,672 "," $361,484 "," $14,449 "," $35,625 "," $68,790 "," $80,501 "," $7,094 "," $206,459 ",174,87,45,1312,334
228," $64,747 "," $84,770 "," $99,236 "," $81,853 "," $12,143 "," $342,748 "," $15,216 "," $36,451 "," $62,022 "," $66,955 "," $9,933 "," $190,577 ",174,87,80,1005,349
229," $60,730 "," $98,693 "," $89,772 "," $78,213 "," $13,975 "," $341,382 "," $14,272 "," $42,438 "," $56,107 "," $63,978 "," $11,431 "," $188,226 ",122,122,140,1330,865
230," $58,435 "," $98,638 "," $92,740 "," $75,560 "," $10,726 "," $336,097 "," $13,732 "," $42,414 "," $57,962 "," $61,808 "," $8,774 "," $184,690 ",111,111,120,1273,475
231," $57,483 "," $92,262 "," $100,629 "," $77,851 "," $7,789 "," $336,014 "," $13,509 "," $39,673 "," $62,893 "," $63,682 "," $6,372 "," $186,127 ",101,101,118,1456,506
232," $50,537 "," $102,022 "," $122,332 "," $82,839 "," $10,711 "," $368,441 "," $11,876 "," $43,870 "," $76,458 "," $67,762 "," $8,761 "," $208,727 ",182,91,74,1156,331
233," $59,620 "," $92,348 "," $105,798 "," $68,513 "," $11,331 "," $337,609 "," $14,011 "," $39,710 "," $66,124 "," $56,043 "," $9,268 "," $185,156 ",114,114,138,1314,866
234," $52,987 "," $89,382 "," $99,250 "," $93,540 "," $9,938 "," $345,096 "," $12,452 "," $38,434 "," $62,031 "," $76,515 "," $8,129 "," $197,561 ",83,83,83,1110,375
235," $66,094 "," $108,330 "," $133,966 "," $78,329 "," $8,031 "," $394,750 "," $15,532 "," $46,582 "," $83,729 "," $64,073 "," $6,569 "," $216,485 ",273,91,43,1565,325
236," $58,860 "," $119,415 "," $93,639 "," $83,738 "," $9,901 "," $365,552 "," $13,832 "," $51,348 "," $58,524 "," $68,497 "," $8,099 "," $200,301 ",100,100,86,1367,391
237," $65,134 "," $76,203 "," $101,259 "," $92,104 "," $9,251 "," $343,950 "," $15,306 "," $32,767 "," $63,287 "," $75,341 "," $7,567 "," $194,268 ",306,102,117,1352,470
238," $67,950 "," $94,517 "," $91,942 "," $83,854 "," $8,730 "," $346,992 "," $15,968 "," $40,642 "," $57,463 "," $68,592 "," $7,141 "," $189,807 ",234,117,119,1556,495
239," $65,046 "," $87,271 "," $94,385 "," $87,667 "," $8,901 "," $343,269 "," $15,286 "," $37,526 "," $58,990 "," $71,712 "," $7,281 "," $190,795 ",186,93,111,1211,444
240," $66,636 "," $79,534 "," $96,618 "," $75,806 "," $11,037 "," $329,630 "," $15,659 "," $34,200 "," $60,386 "," $62,009 "," $9,028 "," $181,282 ",204,102,119,1304,491
241," $61,456 "," $95,054 "," $120,673 "," $83,013 "," $11,303 "," $371,499 "," $14,442 "," $40,873 "," $75,421 "," $67,904 "," $9,246 "," $207,886 ",88,88,78,1238,345
242," $66,226 "," $106,245 "," $108,633 "," $95,816 "," $9,398 "," $386,318 "," $15,563 "," $45,686 "," $67,896 "," $78,377 "," $7,688 "," $215,209 ",240,80,39,1400,303
243," $58,388 "," $111,789 "," $120,190 "," $113,811 "," $11,890 "," $416,067 "," $13,721 "," $48,069 "," $75,119 "," $93,097 "," $9,726 "," $239,732 ",73,73,32,1034,210
244," $57,202 "," $90,241 "," $107,114 "," $76,314 "," $8,350 "," $339,220 "," $13,442 "," $38,804 "," $66,946 "," $62,424 "," $6,830 "," $188,447 ",110,110,122,1490,516
245," $61,330 "," $99,320 "," $112,910 "," $80,780 "," $8,453 "," $362,793 "," $14,413 "," $42,708 "," $70,569 "," $66,078 "," $6,914 "," $200,681 ",103,103,109,1250,407
246," $61,357 "," $103,174 "," $112,728 "," $58,551 "," $8,445 "," $344,255 "," $14,419 "," $44,365 "," $70,455 "," $47,895 "," $6,908 "," $184,041 ",117,117,135,1230,827
247," $58,005 "," $87,666 "," $99,862 "," $70,021 "," $10,201 "," $325,755 "," $13,631 "," $37,696 "," $62,414 "," $57,277 "," $8,344 "," $179,363 ",288,96,114,1201,458
248," $48,565 "," $84,040 "," $104,671 "," $88,465 "," $8,366 "," $334,106 "," $11,413 "," $36,137 "," $65,419 "," $72,364 "," $6,843 "," $192,176 ",303,101,116,1156,447
249," $59,002 "," $87,756 "," $108,672 "," $106,532 "," $8,446 "," $370,407 "," $13,865 "," $37,735 "," $67,920 "," $87,143 "," $6,909 "," $213,572 ",85,85,45,1344,310
250," $57,741 "," $93,214 "," $89,940 "," $71,340 "," $10,691 "," $322,925 "," $13,569 "," $40,082 "," $56,212 "," $58,356 "," $8,745 "," $176,964 ",226,113,140,1222,877
251," $50,926 "," $103,240 "," $105,035 "," $79,924 "," $11,081 "," $350,206 "," $11,968 "," $44,393 "," $65,647 "," $65,378 "," $9,064 "," $196,450 ",109,109,109,1094,414
252," $61,373 "," $97,400 "," $106,659 "," $109,287 "," $8,656 "," $383,374 "," $14,423 "," $41,882 "," $66,662 "," $89,396 "," $7,080 "," $219,443 ",318,106,113,1519,435
253," $64,882 "," $110,073 "," $92,477 "," $93,250 "," $8,439 "," $369,120 "," $15,247 "," $47,331 "," $57,798 "," $76,278 "," $6,903 "," $203,558 ",139,139,147,1581,890
254," $67,748 "," $68,353 "," $98,599 "," $119,437 "," $8,566 "," $362,703 "," $15,921 "," $29,392 "," $61,624 "," $97,699 "," $7,007 "," $211,643 ",321,107,112,1390,453
255," $67,243 "," $93,902 "," $104,349 "," $73,617 "," $9,876 "," $348,987 "," $15,802 "," $40,378 "," $65,218 "," $60,218 "," $8,079 "," $189,695 ",246,123,121,1490,507
256," $70,665 "," $86,621 "," $98,336 "," $59,291 "," $11,478 "," $326,390 "," $16,606 "," $37,247 "," $61,460 "," $48,500 "," $9,389 "," $173,202 ",387,129,136,1099,857
257," $62,043 "," $106,237 "," $99,064 "," $94,714 "," $15,024 "," $377,082 "," $14,580 "," $45,682 "," $61,915 "," $77,476 "," $12,290 "," $211,943 ",318,106,85,1308,382
258," $58,095 "," $93,437 "," $106,113 "," $82,099 "," $11,487 "," $351,231 "," $13,652 "," $40,178 "," $66,321 "," $67,157 "," $9,396 "," $196,704 ",339,113,116,1343,475
259," $49,935 "," $81,885 "," $103,180 "," $65,685 "," $13,117 "," $313,802 "," $11,735 "," $35,211 "," $64,488 "," $53,730 "," $10,729 "," $175,892 ",426,142,156,1484,978
260," $56,915 "," $85,337 "," $100,643 "," $79,808 "," $9,100 "," $331,803 "," $13,375 "," $36,695 "," $62,902 "," $65,283 "," $7,444 "," $185,698 ",118,118,137,1130,854
261," $51,198 "," $80,813 "," $105,903 "," $96,599 "," $10,120 "," $344,633 "," $12,032 "," $34,750 "," $66,189 "," $79,018 "," $8,278 "," $200,266 ",420,102,159,1764,978
262," $63,555 "," $79,397 "," $112,595 "," $102,211 "," $8,815 "," $366,572 "," $14,935 "," $34,140 "," $70,372 "," $83,608 "," $7,211 "," $210,267 ",116,116,121,1448,477
263," $68,173 "," $93,033 "," $110,271 "," $68,585 "," $12,993 "," $353,055 "," $16,021 "," $40,004 "," $68,919 "," $56,103 "," $10,628 "," $191,675 ",130,130,138,1370,861
264," $75,002 "," $77,619 "," $117,159 "," $87,116 "," $8,614 "," $365,510 "," $17,625 "," $33,376 "," $73,224 "," $71,261 "," $7,046 "," $202,533 ",348,116,114,1348,456
265," $56,538 "," $88,732 "," $95,239 "," $100,877 "," $12,308 "," $353,693 "," $13,286 "," $38,155 "," $59,524 "," $82,517 "," $10,068 "," $203,550 ",399,133,150,1699,935
266," $60,564 "," $90,885 "," $101,567 "," $53,418 "," $8,259 "," $314,692 "," $14,233 "," $39,080 "," $63,479 "," $43,696 "," $6,756 "," $167,243 ",268,134,156,1497,974
267," $47,946 "," $99,763 "," $87,126 "," $88,784 "," $7,225 "," $330,843 "," $11,267 "," $42,898 "," $54,453 "," $72,625 "," $5,910 "," $187,154 ",270,135,146,1415,925
268," $52,685 "," $95,983 "," $109,106 "," $109,606 "," $6,720 "," $374,099 "," $12,381 "," $41,273 "," $68,191 "," $89,657 "," $5,497 "," $216,999 ",250,125,125,1830,534
269," $62,203 "," $89,155 "," $106,775 "," $94,627 "," $13,816 "," $366,575 "," $14,618 "," $38,336 "," $66,734 "," $77,405 "," $11,302 "," $208,395 ",182,91,42,987,295
270," $57,145 "," $83,896 "," $129,913 "," $95,396 "," $12,768 "," $379,118 "," $13,429 "," $36,075 "," $81,196 "," $78,034 "," $10,444 "," $219,178 ",273,91,81,1229,347
271," $65,915 "," $104,636 "," $102,662 "," $91,698 "," $10,983 "," $375,894 "," $15,490 "," $44,994 "," $64,164 "," $75,009 "," $8,984 "," $208,640 ",248,124,120,1655,494
272," $55,342 "," $109,394 "," $120,673 "," $79,866 "," $10,789 "," $376,064 "," $13,005 "," $47,039 "," $75,421 "," $65,330 "," $8,825 "," $209,621 ",254,127,141,1576,865
273," $57,909 "," $83,687 "," $109,498 "," $120,698 "," $9,577 "," $381,369 "," $13,609 "," $35,985 "," $68,436 "," $98,731 "," $7,834 "," $224,595 ",176,88,45,1106,284
274," $61,438 "," $101,832 "," $113,516 "," $74,095 "," $9,277 "," $360,157 "," $14,438 "," $43,788 "," $70,947 "," $60,610 "," $7,589 "," $197,371 ",351,117,111,1283,443
275," $56,338 "," $89,589 "," $114,100 "," $101,573 "," $7,420 "," $369,020 "," $13,239 "," $38,523 "," $71,313 "," $83,086 "," $6,070 "," $212,231 ",224,112,119,1504,477
276," $55,670 "," $98,744 "," $108,976 "," $106,111 "," $10,947 "," $380,449 "," $13,082 "," $42,460 "," $68,110 "," $86,799 "," $8,955 "," $219,406 ",90,90,79,1191,331
277," $56,217 "," $98,158 "," $118,972 "," $76,154 "," $11,381 "," $360,882 "," $13,211 "," $42,208 "," $74,358 "," $62,294 "," $9,310 "," $201,380 ",250,125,141,1467,879
278," $55,608 "," $91,276 "," $113,551 "," $75,183 "," $12,449 "," $348,067 "," $13,068 "," $39,249 "," $70,969 "," $61,499 "," $10,183 "," $194,969 ",405,135,146,1598,926
279," $57,177 "," $88,988 "," $110,583 "," $47,183 "," $8,641 "," $312,572 "," $13,437 "," $38,265 "," $69,114 "," $38,596 "," $7,068 "," $166,479 ",150,94,176,1464,1238
280," $61,809 "," $83,710 "," $111,843 "," $70,891 "," $9,500 "," $337,752 "," $14,525 "," $35,995 "," $69,902 "," $57,988 "," $7,771 "," $186,181 ",345,115,124,1406,513
281," $61,145 "," $87,797 "," $124,954 "," $84,173 "," $10,332 "," $368,400 "," $14,369 "," $37,753 "," $78,096 "," $68,853 "," $8,451 "," $207,522 ",111,111,107,1231,410
282," $60,896 "," $92,678 "," $84,683 "," $72,225 "," $14,447 "," $324,929 "," $14,311 "," $39,852 "," $52,927 "," $59,080 "," $11,818 "," $177,986 ",465,98,173,1507,1226
283," $57,306 "," $110,669 "," $108,206 "," $92,235 "," $10,774 "," $379,190 "," $13,467 "," $47,588 "," $67,629 "," $75,448 "," $8,813 "," $212,945 ",109,109,117,1583,461
